Wind (from south),Wind (from west),Wind (vertical),Wind speed,altitude,temperature
-0.8943736734338632,1.2043519697857235,-0.06821622240956422,1.501672863129039,111.72737698899458,297.0486243970674
0.20869707735411386,1.9049149504551095,-0.08098616713451051,1.9180235133675188,333.1738361720497,295.2262524162698
2.6965393216407674,2.796936673979059,-0.11312502437862662,3.8867693966255,559.0003790696268,293.7444309880208
5.7624672196201105,3.1881755522960664,-0.23203341236719546,6.589714054032195,789.6587497304491,292.4036737074395
7.16951775056257,2.99573056112773,-0.29554377556936934,7.775842879957403,1025.4244289350886,291.04401859390185
6.252234833770915,5.787634185229695,-0.3418963075059664,8.526666579839043,1513.363119157418,289.00383150678203
2.1365556619802093,9.631152171229308,-0.3620768593663403,9.871933037364228,2028.128866044783,287.29350108507543
-0.21504602809477902,9.753374509629984,-0.07256886693734664,9.756014829824103,3143.6011961979,280.76048474332737
-1.9018659447487676,11.182593293325226,0.031921368344930034,11.343214086381092,4399.994704409913,273.5902545082725
-2.8469164264595754,11.9428298766005,0.07220236868340202,12.277676155637531,5848.316471442589,267.1692657563951
-3.4280518611151076,10.142838215932832,-0.2596759555674914,10.709628296023263,7565.546260635359,257.3004563525754
-4.615968214449721,13.346230687288463,-0.0708337330939484,14.122112219242362,9672.24905390809,242.66777679994127
-10.549629267345113,15.306961012422628,0.007089931632203604,18.590260444151436,10937.825064659079,231.63129832010014
-16.663868057016867,17.519203852822372,0.11176245989489891,24.178905953451554,12407.292332190207,218.62041584447329
-12.464129679849227,14.744714926010085,-0.03980297209537567,19.307064282329165,14209.557916899359,211.0342355055207
-15.173572159357775,3.018242118006277,0.014625124367992468,15.470852964604349,16685.793819331793,207.1509050675622
